title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Anomaly,2006, Jeremy Jones, Erik Roner, Jamie Pierre, Todd Jones, Todd Jones, Dirk Collins,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prison Heat,1993, Rebecca Chambers, Lori Jo Hendrix, Kena Land, Amnon Salomon, Joel Silberg, David Alexander, Action-Crime-Drama-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Haridas,2013, Kishore, Sneha, Prithviraj Das, G.N.R. Kumaravelan, G.N.R. Kumaravelan, Vijay Antony, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Petty Romance,2010, Lee Sun-Kyun, Choi Kang-hee, Choi Hee-Jin, Kim Jeong-hoon-II, , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Stink of Flesh,2005, Kurly Tlapoyawa, Ross Kelly, Diva, Scott Phillips, Scott Phillips, Shannon Hale, Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Ballad of Cable Hogue,1970, Jason Robards, Stella Stevens, David Warner, Sam Peckinpah, John Crawford, Edmund Penney, Action-Comedy-Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Half Shot at Sunrise,1930, Bert Wheeler, Robert Woolsey, Dorothy Lee, Paul Sloane, , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mondo,1995, , , , Tony Gatlif, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Card Player,2004, Stefania Rocca, Liam Cunningham, Silvio Muccino, Dario Argento, , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jews on the Land,1927, , , , Abram Room, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Spirit Trap,2005, Billie Piper, Luke Mably, Sam Troughton, David Smith, , , Foreign-Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Space Raiders,2005, Bernie Fitzgerald, Ciara Hogan, Joe McKinney, Ann Marie Brennan, Anne Dunphy, Sasha King, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sea Wife,1957, Richard Burton, Joan Collins, Basil Sydney, Bob McNaught, , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Manhunter,1974, Ken Howard, Gary Lockwood, Tim O'Connor, Walter Grauman, , , Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Love Cult,1966, Rita Bennett, Uta Erickson, Lucky Kargo, Barry Mahon, Forest Russell, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cuties 2,2011, Allie Haze, Jessie Andrews, Lexi Belle, William H. Nutsack, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Elvis The Lonely Hunter of Circle Beach,2012, Elvis Grover-Lama, Owen Baronkos, , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
St. Peter,2005, Omar Sharif, Daniele Pecci, Flavio Insinna, Giulio Base, , , Drama-Family-History-TVMovie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,
The Departure of a Great Old Man,1912, , , , Elizaveta Thiman, Yakov Protazanov, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Eyes Wide Shut,1999, Tom Cruise, Nicole Kidman, Madison Eginton, Stanley Kubrick, Arthur Schnitzler, Stanley Kubrick, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Sportsman,1921, Larry Semon, , , Larry Semon, Norman Taurog, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Supervixens,1975, Charles Pitts, Charles Napier, Shari Eubank, Russ Meyer, Russ Meyer, Russ Meyer, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Regoch,2006, , , , Christian Biegai, Helena Bulaja, Zvonimir Bulaja, Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mayweather vs. Guerrero,2013, Floyd Mayweather Jr., , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arnold,1973, Stella Stevens, Roddy McDowall, Elsa Lanchester, Jameson Brewer, John Fenton Murray, Andrew J. Fenady, Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dead Awake,2001, Stephen Baldwin, Macha Grenon, Michael Ironside, Marc S. Grenier, Terry Abrahamson, , Romance-Thriller,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Detropia,2012, , , , Heidi Ewing, Rachel Grady, , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Defence of The Realm,1986, Gabriel Byrne, Greta Scacchi, Denholm Elliott, David Drury, Martin Stellman, Robin Douet, Action-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Princess of the Sun,2007, , , , Philippe Leclerc, , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alice in Wonderland,1985, Natalie Gregory, Sheila Allen, Sharee Gregory, Harry Harris, , , Family-Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
K1 Dynamite!!,2003, Kristof Midoux, Tom Howard, Genki Sudo, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
All at Sea,1933, Charles Chaplin, Alistair Cooke, Paulette Goddard, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Story of Alexander Graham Bell,1939, Don Ameche, Loretta Young, Henry Fonda, Irving Cummings, Ray Harris, Lamar Trotti, Drama-History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Dave Hughes Live,2006, Dave Hughes, , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aavesham,1994, Dr. Rajasekhar, Nagma, , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
40 Carats,1973, Liv Ullmann, Edward Albert, Gene Kelly, Milton Katselas, Leonard Gershe, , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Kooten & De Bie: Ons Kijkt Ons 7 - De vieze man e.a.,2001, Kees van Kooten, Wim de Bie, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
April Maze,1930, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sweepings,1933, Lionel Barrymore, Eric Linden, William Gargan, John Cromwell, Lester Cohen, Lester Cohen, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mapado,2005, , , , Joong-Hoon Jo, Changmin Choo, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Athlete,2009, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Geert Hoste: Beslist,2009, Geert Hoste, , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dead Knot,1968, John Woo, Cho Chung Lang, , Kei Sek, John Woo, John Woo,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watch Me,2009, Kristina Rose, Phoenix Marie, Angie Savage, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
After the Harvest,2001, Sam Shepard, , , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Unearthly,1957, John Carradine, Myron Healey, Allison Hayes, Jane Mann, Boris Petroff, Boris Petroff, Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
O.A.R.: Live From Madison Square Garden,2007, Marc Roberge, Richard On, Jerry Depizzo, , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Isabelle aux Dombes,1951, , , , Maurice Pialat, , , Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Takut: Faces of Fear,2009, Fauzi Baadila, Lukman Sardi, Shanty, Robby Ertanto, Ray Nayoan, Rako Prijanto, Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Intimacy,1966, Barry Sullivan, Jack Ging, Joan Blackman, Victor Stoloff, Harvey Flaxman, Eva Wolas,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Phobia 2,2009, Nattapong Chartpong, Pongsatorn Jongwilak, Jirayu La-ongmanee, Songyos Sugmakanan, Banjong Pisanthanakun, Parkpoom Wongpoom, Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Jakt och Fiske,1991, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vida de menina,2003, , , , Helena Solberg, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Barbara the Fair with the Silken Hair,1969, Tatyana Klyuyeva, Georgi Millyar, Mikhail Pugovkin, Aleksandr Rou, Aleksandr Rou, , Family-Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
The Interrogation of Michael Crowe,2002, Ally Sheedy, Mark Rendall, John Bourgeois, Don McBrearty, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
In the Zone of Special Attention,1977, Boris Galkin, Mihai Volontir, Aleksandr Pyatkov, Andrey Malyukov, Yevgeni Mesyatsev, , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Strip Search,2004, Maggie Gyllenhaal, Glenn Close, Dean Winters, Sidney Lumet, Tom Fontana, , Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
The Brave Archer 2,1978, Alexander Fu Sheng, Nau Nau, Ku Feng, Chang Cheh, Ni Kuang, Runme Shaw, Action-Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
Chupke Chupke,1975, Dharmendra, Sharmila Tagore, Amitabh Bachchan, Hrishikesh Mukherjee, Upendranath Ganguly, D N Mukherjee, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
One Rat Short,2006, , , , Alex Weil, Alex Weil, , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nutbag,2000, Mack Hail, Renee Sloan, , Nick Palumbo, Nick Palumbo, , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mother's Day,2010, Rebecca De Mornay, Jaime King, Patrick John Flueger, Darren Lynn Bousman, Scott Milam, Brett Ratner, Crime-Drama-Horror-Thriller,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Nine Men,1943, Jack Lambert, Gordon Jackson, Grant Sutherland, Harry Watt, Michael Balcon, , Drama-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cream - Royal Albert Hall London,2005, Jack Bruce, Ginger Baker, Eric Clapton, Martyn Atkins, , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Special Relationship,2010, Michael Sheen, Dennis Quaid, Hope Davis, Richard Loncraine, Peter Morgan, , Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Ouch Television My Brain Hurts,1996, , , , TV Carnage, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Night's End,1975, Amrish Puri, Girish Karnad, Shabana Azmi, Shyam Benegal, , , Crime-Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
I Walked with a Zombie,1943, James Ellison, Frances Dee, Tom Conway, Jacques Tourneur, Val Lewton, Roy Webb, Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Talent for the Game,1991, Edward James Olmos, Lorraine Bracco, John E. Coleman, Robert M. Young, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Nana Konishi THE Office Rape,2007, Nana Konishi, , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Glove,1979, John Saxon, Rosey Grier, Joanna Cassidy, Julian Roffman, William B. Silberkleit, Robert O. Ragland,Other, Action-Adventure-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
Straight Outta Hunter's Point,2003, , , , Kevin Epps, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Jolly Fellows,1934, Leonid Utyosov, Lyubov Orlova, Mariya Strelkova, Grigori Aleksandrov, Vladimir Mass, Nikolay Erdman, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Orkney Snork Nie (Die Movie),1992, Zack du Plessis, Annette Engelbrecht, Pierre van Pletzen, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sunset Serenade,1942, Roy Rogers, George 'Gabby' Hayes, Bob Nolan, Joseph Kane, Robert Yost, Earl Felton, Action-Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
A Lawless Street,1955, Randolph Scott, Angela Lansbury, Warner Anderson, Joseph H. Lewis, , , Action-Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
I Like Mike,1961, Batya Lancet, Gideon Singer, Zeev Berlinsky, Peter Frye, Aharon Meged, Peter Frye, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ray,2004, Jamie Foxx, Kerry Washington, Regina King, Taylor Hackford, James L. White, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Alien Terminator,1996, Maria Ford, Rodger Halston, Lisa Boyle, Dave Payne, Mike Elliott, Mike Upton, Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Area 407,2012, Abigail Schrader, Samantha Lester, James Lyons, Dale Fabrigar, Everette Wallin, Robert Shepyer, Horror-ScienceFiction-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
Encounters of the Spooky Kind,1980, Sammo Hung, Lam Ching-Ying, Chung Fat, Sammo Hung, Sammo Hung, Wong Ying, Action-Comedy-Fantasy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
The Ticket of Leave Man,1937, Tod Slaughter, John Warwick, Marjorie Taylor, H.F. Maltby, A.R. Rawlinson, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Luna di sangue,1989, Jacques Sernas, Zora Kerova, Barbara Blasko, Enzo Milioni, Enzo Milioni, Vincenzo Tomassi, Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yours Sincerely,1933, Lanny Ross, Nancy Welford, Richard Keene, Roy Mack, Owen Davis, A. Dorian Otvos, Comedy-Music,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Thrill of It All,1963, Doris Day, James Garner, Arlene Francis, Norman Jewison, Larry Gelbart, Carl Reiner, Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Playroom,1990, Lisa Aliff, Aron Eisenberg, Christopher McDonald, Manny Coto, Jackie Earle Haley, , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dances with the Dragon,1991, Andy Lau, , , Wong Jing, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Staying on Top,2002, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Peck's Bad Boy,1934, Jackie Cooper, Thomas Meighan, , Edward F. Cline, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ivans xtc.,2000, Danny Huston, Peter Weller, Kate Connor, Bernard Rose, Bernard Rose, Lisa Enos, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Hick Chick,1946, , , , Tex Avery, , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Roger Waters: The Wall Live (Bootleg 2010-10-06),2010, Roger Waters, , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Spring Blossoms,1968, Shu Pei-Pei, Essie Lin Chia, Yang Fang, Griffin Yueh Feng, Hsueh-Li Pao, Chiang Hsing-Lung,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Macross Zero,2002, , , , , , , Action-Animation-ScienceFiction-War,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Margot,2005, Margot Fonteyn, , , Tony Palmer, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
P.O.W. The Escape,1986, David Carradine, Steve James, Mako, Gideon Amir, , , Action-Adventure-War,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,
Smitten,2011, , , , , , , Adventure-Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,
Our Song,2000, Kerry Washington, Melissa Martinez, Anna Simpson, Jim McKay, Jim McKay, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Roseland,1977, Christopher Walken, Teresa Wright, Geraldine Chaplin, James Ivory, Ruth Prawer Jhabvala, Ismail Merchant, Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Nevadan,1950, Randolph Scott, Dorothy Malone, Forrest Tucker, Gordon Douglas, , , Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Bellator 91,2013, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Winston Churchill: Walking with Destiny,2010, Ben Kingsley, , , Richard Trank, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Six,2004, , , , Nasorn Panungkasiri, Nasorn Panungkasiri, , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Cry of Jazz,1959, George Waller, Dorothea Horton, Linda Dillon, Edward Bland, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Headline Woman,1935, Heather Angel, Roger Pryor, Ford Sterling, William Nigh, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Buttercream Gang,1992, , , , , , , Drama-Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Way of the Gun,2000, Benicio del Toro, Ryan Phillippe, Juliette Lewis, Christopher McQuarrie, , , Action-Adventure-Comedy-Thriller,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,
UFC 98: Evans vs. Machida,2009, Lyoto Machida, Rashad Evans, Matt Hughes," Anthony ""Pasquale"" Giordano", , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mandala,1977, , , , , , , Animation-Fantasy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Song of Freedom,1936, Paul Robeson, Elisabeth Welch, Esme Percy, J. Elder Wills, Claude Wallace, Dorothy Holloway,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Stone,1992, Pyotr Aleksandrov, Leonid Mozgovoy, , Alexander Sokurov, Yuri Arabov, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Big Wet Tits 8,2009, Avy Scott, Audrey Bitoni, Velicity Von, William H. Nutsack, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Junior,1994, Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Ivan Reitman, Kevin Wade, Chris Conrad, Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Superfire,2002, Daniel Bernard Sweeney, Diane Farr, , Steven Quale, Richard Preston, Douglas Preston, Action-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Midnight,1930, , , , Mannie Davis, John Foster, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shooting Bigfoot,2013, C. Thomas Biscardi, Wayne Burton, Rick Dyer, Morgan Matthews, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Through The Back Door,1921, Mary Pickford, Gertrude Astor, John Harron, Alfred E. Green, Jack Pickford, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Story Of Short Stack,2011, Shaun Diviney, Andy Clemmensen, Bradie Webb, Lee Groves, Andy Clemmensen, Sinj Clarke, Comedy-Documentary-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Holt Of The Secret Service,1941, , , , , , , Action-Crime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Young Nurses in Love,1989, Jeanne Marie-Laurent, Alan Fisler, Veronica Hart, huck Vincent, Craig Horrall, Bill Heller, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Not Wanted,1924, Billy West, , , Billy West, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Batman Beyond: Return of the Joker,2000, Will Friedle, Kevin Conroy, Mark Hamill, Curt Geda, Paul Dini, Bruce Timm, Animation-Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Il profeta del gol,1976, Johan Cruyff, Ruud Krol, Wim Suurbier, Sandro Ciotti, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tabasco Road,1957, Mel Blanc, Daws Butler, , Robert McKimson, Tedd Pierce, Edward Selzer, Animation-Comedy-Family,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Siruthai,2011, Karthi Sivakumar, Tamanna Bhatia, Santhanam, Siva, Siva, Vidyasagar, Action-Comedy-Drama-Thriller,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Lady Street Fighter,1985, Renee Harmon, Jody McCrea, Trace Carradine, James Bryan, , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Sporty Girls #2,2009, Sasha Grey, Tori Black, Nicole Ray, William H. Nutsack, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gone Baby Gone,2007, Casey Affleck, Michelle Monaghan, Morgan Freeman, Ben Affleck, Ben Affleck, Aaron Stockard, Crime-Drama-Mystery-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
Children of Invention,2010, Cindy Cheung, Michael Chen, Crystal Chiu, Tze Chun, Tze Chun, , Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Saga - Worlds Apart Revisited,2007, Michael Sadler, Saga, , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Cry in the Night,1992, Carol Higgins Clark, Perry King, Annie Girardot, Robin Spry, Mary Higgins Clark, Mary Higgins Clark, Drama-TVMovie-Thriller,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Letter to America,2001, Phillip Avramov, Ana Papadopulu, Peter Antonov, Iglika Triffonova, Iglika Triffonova, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
3 Misses,1998, , , , Paul Driessen, , , Animation-Comedy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Girl Trouble,2010, Alexis Grace, Brandy Blair, Jenaveve Jolie, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sebastiane,1976, Leonardo Treviglio, Barney James, Neil Kennedy, Howard Malin, James Whaley, Paul Humfress, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mickey's Laugh Factory,2005, , , , Tony Craig, , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Espionage Agent,1939, Joel McCrea, Brenda Marshall, Jeffrey Lynn, Lloyd Bacon, Robert Buckner, Warren Duff, Drama-Romance-Thriller-War,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Life and Death of King John,1984, , , , William Shakespeare, David Giles, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Hot Spot,2005, Derrick Tate, Madd Marv, Troy Irving, Larenz Tate, , , Comedy-Crime,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
